,fighter_name,Height,Weight,Reach,Stance,DOB,Height_cm,Weight_kg,Gender
1683,Jose Aldo,"5' 7""",145 lbs.,"70""",Orthodox,"Sep 09, 1986",170.18,65.77,male
1692,Jose Torres,"5' 4""",125 lbs.,"65""",Orthodox,"Aug 02, 1992",162.56,56.7,male
1693,Joseph Benavidez,"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984",162.56,56.7,male
1694,Joseph Morales,"5' 6""",125 lbs.,"69""",Switch,"Aug 22, 1994",167.64000000000001,56.7,male
1696,Joseph Solecki,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 27, 1993",175.26,70.31,male
1697,Josh Appelt,"5' 10""",255 lbs.,"73""",Southpaw,"Jun 19, 1983",177.8,115.67,male
1698,Josh Barnett,"6' 3""",250 lbs.,"78""",Orthodox,"Nov 10, 1977",190.5,113.4,male
1703,Josh Clopton,"5' 6""",145 lbs.,"68""",Orthodox,"Jul 11, 1981",167.64000000000001,65.77,male
1704,Josh Copeland,"6' 1""",265 lbs.,"75""",Orthodox,"Oct 20, 1982",185.42,120.2,male
1706,Josh Emmett,"5' 6""",145 lbs.,"70""",Orthodox,"Mar 04, 1985",167.64000000000001,65.77,male
1708,Josh Ferguson,"5' 5""",125 lbs.,"66""",Orthodox,"May 13, 1988",165.1,56.7,male
1709,Josh Grispi,"5' 11""",145 lbs.,"74""",Orthodox,"Oct 14, 1988",180.34,65.77,male
1712,Josh Janousek,"5' 11""",185 lbs.,"73""",Orthodox,"Sep 25, 1980",180.34,83.91,male
1714,Josh Koscheck,"5' 10""",170 lbs.,"73""",Orthodox,"Nov 30, 1977",177.8,77.11,male
1718,Josh Neer,"5' 11""",170 lbs.,"72""",Orthodox,"Mar 24, 1983",180.34,77.11,male
1723,Josh Samman,"6' 3""",185 lbs.,"79""",Orthodox,"Mar 14, 1988",190.5,83.91,male
1725,Josh Shockley,"6' 1""",155 lbs.,"74""",Orthodox,"Nov 15, 1989",185.42,70.31,male
1730,Josh Thomson,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 21, 1978",177.8,70.31,male
1732,Joshua Burkman,"5' 10""",170 lbs.,"72""",Orthodox,"Apr 10, 1980",177.8,77.11,male
1733,Joshua Sampo,"5' 4""",125 lbs.,"64""",Orthodox,"Jul 24, 1984",162.56,56.7,male
1735,Juan Adams,"6' 5""",265 lbs.,"80""",Orthodox,"Jan 16, 1992",195.57999999999998,120.2,male
1740,Juan Puig,"5' 9""",145 lbs.,"72""",Orthodox,"Apr 23, 1989",175.26,65.77,male
1744,Julian Erosa,"6' 1""",145 lbs.,"74""",Southpaw,"Jul 31, 1989",185.42,65.77,male
1745,Julian Marquez,"6' 2""",185 lbs.,"75""",Orthodox,"May 08, 1990",187.96,83.91,male
1747,Juliana Lima,"5' 5""",115 lbs.,"65""",Orthodox,"Mar 15, 1982",165.1,52.16,female
1749,Julie Kedzie,"5' 5""",135 lbs.,"64""",Orthodox,"Mar 18, 1981",165.1,61.23,female
1751,Julio Arce,"5' 7""",145 lbs.,"70""",Southpaw,"Oct 27, 1989",170.18,65.77,male
1754,Jumabieke Tuerxun,"5' 7""",135 lbs.,"67""",Orthodox,"Apr 17, 1986",170.18,61.23,male
1757,Junior Albini,"6' 3""",264 lbs.,"74""",Orthodox,"Mar 15, 1991",190.5,119.75,male
1758,Junior Assuncao,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 24, 1981",175.26,65.77,male
1760,Junior Dos Santos,"6' 4""",238 lbs.,"77""",Orthodox,"Jan 30, 1984",193.04,107.95,male
1761,Junior Hernandez,"5' 9""",135 lbs.,"69""",Orthodox,"Jul 22, 1986",175.26,61.23,male
1763,Jussier Formiga,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 14, 1985",165.1,56.7,male
1765,Justin Buchholz,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 22, 1983",182.88,70.31,male
1768,Justin Edwards,"5' 10""",155 lbs.,"70""",Orthodox,"Jan 26, 1983",177.8,70.31,male
1770,Justin Frazier,"6' 0""",265 lbs.,"75""",Southpaw,"Jun 15, 1989",182.88,120.2,male
1771,Justin Gaethje,"5' 11""",155 lbs.,"70""",Orthodox,"Nov 14, 1988",180.34,70.31,male
1772,Justin Gonzales,"5' 9""",145 lbs.,"72""",Orthodox,"Apr 28, 1991",175.26,65.77,male
1778,Justin Jones,"5' 11""",185 lbs.,"78""",Orthodox,"Sep 06, 1987",180.34,83.91,male
1779,Justin Lawrence,"5' 8""",145 lbs.,"67""",Orthodox,"May 15, 1990",172.72,65.77,male
1780,Justin Ledet,"6' 4""",205 lbs.,"80""",Orthodox,"Sep 28, 1988",193.04,92.99,male
1783,Justin McCully,"6' 1""",225 lbs.,"73""",Orthodox,"Feb 18, 1976",185.42,102.06,male
1788,Justin Salas,"5' 8""",155 lbs.,"70""",Southpaw,"Mar 13, 1982",172.72,70.31,male
1789,Justin Scoggins,"5' 7""",125 lbs.,"66""",Southpaw,"May 02, 1992",170.18,56.7,male
1791,Justin Sumter,"6' 2""",185 lbs.,"80""",Southpaw,"Nov 16, 1989",187.96,83.91,male
1793,Justin Willis,"6' 1""",264 lbs.,"78""",Southpaw,"Jul 19, 1987",185.42,119.75,male
1795,Justine Kish,"5' 5""",125 lbs.,"64""",Orthodox,"Apr 13, 1988",165.1,56.7,female
1797,KJ Noons,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 07, 1982",177.8,70.31,male
1798,Kai Kara-France,"5' 5""",125 lbs.,"69""",Orthodox,"Mar 26, 1993",165.1,56.7,male
1799,Kailin Curran,"5' 4""",115 lbs.,"65""",Orthodox,"Apr 11, 1991",162.56,52.16,female
1802,Kajan Johnson,"5' 11""",155 lbs.,"75""",Orthodox,"Apr 21, 1984",180.34,70.31,male
1804,Kali Robbins,"5' 3""",115 lbs.,"63""",Orthodox,"Jul 05, 1984",160.02,52.16,male
1805,Kalib Starnes,"6' 3""",185 lbs.,"74""",Orthodox,"Jan 06, 1975",190.5,83.91,male
1808,Kamal Shalorus,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 27, 1972",172.72,70.31,male
1809,Kamaru Usman,"6' 0""",170 lbs.,"76""",Switch,"May 11, 1987",182.88,77.11,male
1811,Karen Darabedyan,"5' 7""",155 lbs.,"68""",Orthodox,"Dec 18, 1986",170.18,70.31,male
1814,Karl Reed,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 27, 1988",190.5,92.99,male
1815,Karl Roberson,"6' 1""",205 lbs.,"74""",Southpaw,"Oct 04, 1990",185.42,92.99,male
1818,Karlos Vemola,"6' 0""",185 lbs.,"75""",Orthodox,"Jul 03, 1985",182.88,83.91,male
1819,Karo Parisyan,"5' 10""",170 lbs.,"72""",Orthodox,"Aug 28, 1982",177.8,77.11,male
1821,Karolina Kowalkiewicz,"5' 3""",115 lbs.,"64""",Orthodox,"Oct 15, 1985",160.02,52.16,female
1822,Katlyn Chookagian,"5' 9""",125 lbs.,"68""",Orthodox,"Dec 28, 1988",175.26,56.7,female
1825,Katsunori Kikuno,"5' 8""",145 lbs.,"66""",Orthodox,"Oct 31, 1981",172.72,65.77,male
1829,Kazuhiro Nakamura,"5' 11""",205 lbs.,"70""",Orthodox,"Jul 16, 1979",180.34,92.99,male
1832,Kazuki Tokudome,"5' 11""",155 lbs.,"73""",Southpaw,"Mar 04, 1987",180.34,70.31,male
1843,Keita Nakamura,"5' 11""",170 lbs.,"73""",Southpaw,"May 22, 1984",180.34,77.11,male
1844,Keith Berish,"6' 0""",205 lbs.,"73""",Orthodox,"Nov 14, 1985",182.88,92.99,male
1847,Keith Jardine,"6' 2""",185 lbs.,"76""",Orthodox,"Oct 31, 1975",187.96,83.91,male
1850,Keith Wisniewski,"6' 0""",170 lbs.,"75""",Orthodox,"Oct 25, 1981",182.88,77.11,male
1852,Kelly Faszholz,"5' 8""",135 lbs.,"67""",Orthodox,"Apr 09, 1985",172.72,61.23,female
1855,Kelvin Gastelum,"5' 9""",185 lbs.,"71""",Southpaw,"Oct 24, 1991",175.26,83.91,male
1858,Ken Shamrock,"6' 1""",205 lbs.,"72""",Orthodox,"Feb 11, 1964",185.42,92.99,male
1860,Kendall Grove,"6' 6""",185 lbs.,"79""",Orthodox,"Nov 12, 1982",198.12,83.91,male
1865,Kenji Osawa,"5' 7""",135 lbs.,"66""",Orthodox,"Nov 04, 1976",170.18,61.23,male
1867,Kenneth Bergh,"6' 2""",205 lbs.,"76""",Orthodox,"Jun 26, 1989",187.96,92.99,male
1869,Kenny Florian,"5' 10""",145 lbs.,"74""",Southpaw,"May 26, 1976",177.8,65.77,male
1871,Kenny Robertson,"5' 10""",170 lbs.,"74""",Orthodox,"Feb 14, 1984",177.8,77.11,male
1876,Ketlen Vieira,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 26, 1991",172.72,61.23,female
1877,Kevin Aguilar,"5' 7""",145 lbs.,"73""",Orthodox,"Sep 07, 1988",170.18,65.77,male
1878,Kevin Burns,"5' 10""",170 lbs.,"74""",Orthodox,"Mar 03, 1980",177.8,77.11,male
1879,Kevin Casey,"5' 11""",185 lbs.,"77""",Southpaw,"Jun 15, 1981",180.34,83.91,male
1882,Kevin Gray,"5' 4""",125 lbs.,"67""",Orthodox,"May 03, 1985",162.56,56.7,male
1884,Kevin Holland,"6' 3""",185 lbs.,"81""",Orthodox,"Nov 05, 1992",190.5,83.91,male
1888,Kevin Lee,"5' 9""",170 lbs.,"77""",Orthodox,"Sep 04, 1992",175.26,77.11,male
1892,Kevin Souza,"6' 0""",145 lbs.,"74""",Orthodox,"Oct 17, 1984",182.88,65.77,male
1894,Khabib Nurmagomedov,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 20, 1988",177.8,70.31,male
1896,Khalid Murtazaliev,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 15, 1993",182.88,83.91,male
1897,Khalid Taha,"5' 5""",135 lbs.,"69""",Orthodox,"Feb 15, 1992",165.1,61.23,male
1898,Khalil Rountree Jr.,"6' 1""",205 lbs.,"76""",Southpaw,"Feb 26, 1990",185.42,92.99,male
1901,Kiichi Kunimoto,"5' 10""",170 lbs.,"71""",Orthodox,"May 01, 1981",177.8,77.11,male
1910,Klidson Abreu,"6' 0""",235 lbs.,"74""",Orthodox,"Dec 24, 1992",182.88,106.59,male
1914,Konstantin Erokhin,"5' 11""",230 lbs.,"73""",Orthodox,"Jan 31, 1983",180.34,104.33,male
1916,Kris McCray,"6' 0""",170 lbs.,"76""",Orthodox,"Sep 24, 1981",182.88,77.11,male
1920,Kron Gracie,"5' 9""",145 lbs.,"70""",Southpaw,"Jul 11, 1988",175.26,65.77,male
1921,Krzysztof Jotko,"6' 1""",185 lbs.,"77""",Southpaw,"Aug 19, 1989",185.42,83.91,male
1922,Krzysztof Soszynski,"6' 1""",205 lbs.,"77""",Open Stance,"Aug 02, 1977",185.42,92.99,male
1924,Kuniyoshi Hironaka,"5' 10""",168 lbs.,"70""",Orthodox,"Jun 17, 1976",177.8,76.2,male
1925,Kurt Holobaugh,"5' 11""",155 lbs.,"70""",Orthodox,"Sep 08, 1986",180.34,70.31,male
1927,Kurt Pellegrino,"5' 8""",155 lbs.,"70""",Orthodox,"May 07, 1979",172.72,70.31,male
1928,Kwan Ho Kwak,"5' 5""",135 lbs.,"70""",Switch,"Jun 18, 1989",165.1,61.23,male
1929,Kyle Bochniak,"5' 7""",145 lbs.,"70""",Orthodox,"Feb 05, 1987",170.18,65.77,male
1931,Kyle Bradley,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 19, 1982",175.26,70.31,male
1932,Kyle Daukaus,"6' 3""",185 lbs.,"76""",Southpaw,"Feb 27, 1993",190.5,83.91,male
1935,Kyle Kingsbury,"6' 4""",205 lbs.,"76""",Orthodox,"Mar 22, 1982",193.04,92.99,male
1938,Kyle Nelson,"5' 11""",155 lbs.,"71""",Switch,"Apr 20, 1991",180.34,70.31,male
1939,Kyle Noke,"6' 1""",170 lbs.,"76""",Southpaw,"Mar 18, 1980",185.42,77.11,male
1940,Kyle Prepolec,"5' 10""",170 lbs.,"70""",Southpaw,"Aug 30, 1989",177.8,77.11,male
1941,Kyle Stewart,"6' 2""",170 lbs.,"76""",Orthodox,"Jan 31, 1989",187.96,77.11,male
1945,Kyoji Horiguchi,"5' 5""",125 lbs.,"66""",Orthodox,"Oct 12, 1990",165.1,56.7,male
1947,Kyung Ho Kang,"5' 9""",135 lbs.,"73""",Orthodox,"Sep 09, 1987",175.26,61.23,male
1948,LC Davis,"5' 8""",135 lbs.,"69""",Southpaw,"Oct 28, 1980",172.72,61.23,male
1950,Lance Benoist,"5' 11""",170 lbs.,"73""",Southpaw,"Aug 26, 1988",180.34,77.11,male
1953,Lando Vannata,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 14, 1992",175.26,70.31,male
1955,Larissa Pacheco,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 07, 1994",170.18,61.23,female
1958,Laureano Staropoli,"6' 1""",170 lbs.,"71""",Orthodox,"Feb 27, 1993",185.42,77.11,male
1959,Lauren Mueller,"5' 5""",125 lbs.,"67""",Orthodox,"Nov 15, 1991",165.1,56.7,female
1960,Lauren Murphy,"5' 7""",125 lbs.,"67""",Orthodox,"Jul 27, 1983",170.18,56.7,female
1961,Lavar Johnson,"6' 4""",240 lbs.,"82""",Orthodox,"Jun 11, 1977",193.04,108.86,male
1963,Lazar Stojadinovic,"5' 7""",145 lbs.,"68""",Southpaw,"Mar 22, 1989",170.18,65.77,male
1965,Leandro Issa,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 19, 1983",170.18,61.23,male
1966,Leandro Silva,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 11, 1985",175.26,70.31,male
1976,Leo Kuntz,"5' 10""",155 lbs.,"74""",Orthodox,"Oct 03, 1983",177.8,70.31,male
1978,Leon Edwards,"6' 0""",170 lbs.,"74""",Southpaw,"Aug 25, 1991",182.88,77.11,male
1979,Leon Shahbazyan,"6' 4""",170 lbs.,"77""",Orthodox,"Nov 18, 1995",193.04,77.11,male
1980,Leonard Garcia,"5' 10""",145 lbs.,"69""",Orthodox,"Jul 14, 1979",177.8,65.77,male
1981,Leonardo Augusto Leleco,"6' 0""",185 lbs.,"73""",Orthodox,"Apr 15, 1982",182.88,83.91,male
1982,Leonardo Mafra,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 25, 1989",177.8,70.31,male
1983,Leonardo Morales,"5' 8""",135 lbs.,"68""",Southpaw,"Dec 22, 1992",172.72,61.23,male
1984,Leonardo Santos,"6' 0""",155 lbs.,"75""",Orthodox,"Feb 05, 1980",182.88,70.31,male
1986,Leslie Smith,"5' 9""",135 lbs.,"66""",Orthodox,"Aug 17, 1982",175.26,61.23,female
1987,Levan Makashvili,"5' 8""",145 lbs.,"68""",Orthodox,"Jan 07, 1989",172.72,65.77,male
1990,Lewis Gonzalez,"5' 10""",170 lbs.,"73""",Orthodox,"Sep 19, 1987",177.8,77.11,male
1991,Li Jingliang,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 20, 1988",182.88,77.11,male
1995,Lina Lansberg,"5' 7""",135 lbs.,"65""",Orthodox,"Mar 13, 1982",170.18,61.23,female
2000,Liu Pingyuan,"5' 6""",135 lbs.,"72""",Orthodox,"Feb 13, 1993",167.64000000000001,61.23,male
2001,Livinha Souza,"5' 5""",115 lbs.,"63""",Orthodox,"Mar 11, 1991",165.1,52.16,female
2002,Liz Carmouche,"5' 6""",125 lbs.,"66""",Orthodox,"Feb 19, 1984",167.64000000000001,56.7,female
2008,Lorenz Larkin,"5' 11""",170 lbs.,"72""",Orthodox,"Sep 03, 1986",180.34,77.11,male
2010,Louis Gaudinot,"5' 3""",125 lbs.,"63""",Orthodox,"Aug 28, 1984",160.02,56.7,male
2012,Louis Smolka,"5' 9""",135 lbs.,"68""",Orthodox,"Jul 16, 1991",175.26,61.23,male
2013,Louis Taylor,"5' 11""",185 lbs.,"74""",Orthodox,"May 12, 1979",180.34,83.91,male
2015,Luan Chagas,"6' 0""",170 lbs.,"75""",Orthodox,"Jun 17, 1993",182.88,77.11,male
2016,Luana Carolina,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 11, 1993",167.64000000000001,56.7,female
2020,Lucas Martins,"6' 0""",145 lbs.,"72""",Southpaw,"Nov 11, 1988",182.88,65.77,male
2023,Lucie Pudilova,"5' 8""",125 lbs.,"67""",Orthodox,"Jun 13, 1994",172.72,56.7,female
2025,Luigi Fioravanti,"5' 8""",170 lbs.,"70""",Orthodox,"Jan 22, 1981",172.72,77.11,male
2027,Luis Gomez,"5' 7""",145 lbs.,"68""",Orthodox,"Jan 28, 1995",170.18,65.77,male
2028,Luis Henrique,"6' 2""",243 lbs.,"74""",Orthodox,"Aug 21, 1993",187.96,110.22,male
2030,Luis Pena,"6' 3""",155 lbs.,"75""",Southpaw,"Jul 05, 1993",190.5,70.31,male
2034,Luiz Cane,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 24, 1981",187.96,83.91,male
2035,Luiz Dutra,"5' 11""",170 lbs.,"71""",Orthodox,"May 06, 1982",180.34,77.11,male
2038,Lukasz Sajewski,"5' 8""",155 lbs.,"71""",Orthodox,"Nov 27, 1990",172.72,70.31,male
2039,Luke Barnatt,"6' 6""",185 lbs.,"77""",Orthodox,"Apr 13, 1988",198.12,83.91,male
2041,Luke Cummo,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 27, 1980",182.88,77.11,male
2044,Luke Jumeau,"5' 11""",170 lbs.,"72""",Orthodox,"Feb 12, 1988",180.34,77.11,male
2045,Luke Rockhold,"6' 3""",185 lbs.,"77""",Southpaw,"Oct 17, 1984",190.5,83.91,male
2046,Luke Sanders,"5' 6""",135 lbs.,"67""",Southpaw,"Dec 12, 1985",167.64000000000001,61.23,male
2048,Luke Zachrich,"6' 2""",185 lbs.,"74""",Orthodox,"Dec 19, 1981",187.96,83.91,male
2051,Lyman Good,"6' 0""",170 lbs.,"74""",Orthodox,"May 26, 1985",182.88,77.11,male
2052,Lyoto Machida,"6' 1""",185 lbs.,"74""",Southpaw,"May 30, 1978",185.42,83.91,male
2054,Mac Danzig,"5' 8""",155 lbs.,"70""",Orthodox,"Jan 02, 1980",172.72,70.31,male
2057,Mackens Semerzier,"5' 9""",145 lbs.,"72""",Orthodox,"Nov 03, 1980",175.26,65.77,male
2058,Mackenzie Dern,"5' 4""",115 lbs.,"63""",Orthodox,"Mar 24, 1993",162.56,52.16,female
2060,Mads Burnell,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 06, 1994",172.72,65.77,male
2062,Magnus Cedenblad,"6' 5""",185 lbs.,"79""",Orthodox,"Apr 10, 1982",195.57999999999998,83.91,male
2063,Magomed Ankalaev,"6' 3""",205 lbs.,"75""",Orthodox,"Jun 02, 1992",190.5,92.99,male
2064,Magomed Bibulatov,"5' 5""",125 lbs.,"65""",Orthodox,"Aug 22, 1988",165.1,56.7,male
2065,Magomed Mustafaev,"5' 8""",155 lbs.,"71""",Orthodox,"Aug 02, 1988",172.72,70.31,male
2067,Maia Stevenson,"5' 4""",115 lbs.,"62""",Orthodox,"Mar 19, 1982",162.56,52.16,female
2071,Mairbek Taisumov,"5' 9""",155 lbs.,"73""",Orthodox,"Aug 08, 1988",175.26,70.31,male
2073,Maki Pitolo,"5' 10""",185 lbs.,"72""",Orthodox,"Nov 24, 1990",177.8,83.91,male
2075,Makwan Amirkhani,"5' 10""",145 lbs.,"72""",Southpaw,"Nov 08, 1988",177.8,65.77,male
2077,Manny Bermudez,"5' 10""",135 lbs.,"71""",Orthodox,"Jul 16, 1994",177.8,61.23,male
2078,Manny Tapia,"5' 5""",135 lbs.,"67""",Orthodox,"Mar 14, 1981",165.1,61.23,male
2079,Manny Vazquez,"5' 10""",125 lbs.,"72""",Orthodox,"Nov 19, 1993",177.8,56.7,male
2080,Manuel Rodriguez,"5' 9""",170 lbs.,"68""",Orthodox,"Apr 25, 1985",175.26,77.11,male
2081,Manvel Gamburyan,"5' 5""",135 lbs.,"67""",Orthodox,"May 08, 1981",165.1,61.23,male
2082,Mara Romero Borella,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 03, 1986",167.64000000000001,56.7,female
2084,Marc Diakiese,"5' 10""",155 lbs.,"73""",Orthodox,"Mar 16, 1993",177.8,70.31,male
2086,Marc-Andre Barriault,"6' 1""",185 lbs.,"74""",Orthodox,"Feb 18, 1990",185.42,83.91,male
2087,Marcel Fortuna,"6' 1""",205 lbs.,"74""",Orthodox,"Oct 22, 1985",185.42,92.99,male
2090,Marcelo Golm,"6' 3""",249 lbs.,"75""",Orthodox,"Sep 15, 1992",190.5,112.94,male
2091,Marcelo Guimaraes,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 25, 1983",182.88,83.91,male
2093,Marcin Bandel,"5' 10""",155 lbs.,"70""",Orthodox,"Oct 10, 1989",177.8,70.31,male
2094,Marcin Held,"5' 9""",155 lbs.,"71""",Orthodox,"Jan 18, 1992",175.26,70.31,male
2095,Marcin Prachnio,"6' 3""",205 lbs.,"74""",Orthodox,"Jul 14, 1988",190.5,92.99,male
2096,Marcin Tybura,"6' 3""",249 lbs.,"78""",Orthodox,"Nov 09, 1985",190.5,112.94,male
2098,Marcio Alexandre Junior,"6' 0""",185 lbs.,"75""",Southpaw,"May 05, 1989",182.88,83.91,male
2101,Marco Beltran,"5' 8""",125 lbs.,"69""",Orthodox,"May 18, 1986",172.72,56.7,male
2107,Marcos Rogerio de Lima,"6' 1""",253 lbs.,"75""",Orthodox,"Jun 25, 1985",185.42,114.76,male
2108,Marcos Vinicius,"5' 9""",125 lbs.,"70""",Orthodox,"Dec 05, 1979",175.26,56.7,male
2110,Marcus Aurelio,"5' 10""",155 lbs.,"74""",Orthodox,"Aug 18, 1973",177.8,70.31,male
2112,Marcus Brimage,"5' 4""",135 lbs.,"71""",Southpaw,"Apr 06, 1985",162.56,61.23,male
2113,Marcus Davis,"5' 10""",170 lbs.,"70""",Southpaw,"Aug 24, 1973",177.8,77.11,male
2114,Marcus Hicks,"5' 6""",155 lbs.,"64""",Southpaw,"Nov 25, 1975",167.64000000000001,70.31,male
2117,Marcus LeVesseur,"5' 9""",155 lbs.,"70""",Southpaw,"Jul 17, 1982",175.26,70.31,male
2121,Marina Rodriguez,"5' 6""",115 lbs.,"65""",Orthodox,"Apr 29, 1987",167.64000000000001,52.16,female
2122,Mario Bautista,"5' 9""",135 lbs.,"72""",Switch,"Jul 01, 1993",175.26,61.23,male
2123,Mario Miranda,"6' 3""",185 lbs.,"74""",Orthodox,"Jul 12, 1979",190.5,83.91,male
2128,Marion Reneau,"5' 6""",135 lbs.,"68""",Orthodox,"Jun 20, 1977",167.64000000000001,61.23,female
2132,Mark Bocek,"5' 8""",155 lbs.,"75""",Orthodox,"Oct 24, 1981",172.72,70.31,male
2133,Mark Cherico,"5' 7""",145 lbs.,"69""",Orthodox,"May 12, 1986",170.18,65.77,male
2134,Mark Coleman,"6' 1""",205 lbs.,"75""",Orthodox,"Dec 20, 1964",185.42,92.99,male
2135,Mark De La Rosa,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 31, 1994",167.64000000000001,61.23,male
2137,Mark Eddiva,"5' 8""",145 lbs.,"68""",Orthodox,"Feb 16, 1986",172.72,65.77,male
2138,Mark Godbeer,"6' 4""",240 lbs.,"77""",Orthodox,"Nov 22, 1983",193.04,108.86,male
2141,Mark Hominick,"5' 8""",145 lbs.,"68""",Orthodox,"Jul 22, 1982",172.72,65.77,male
2143,Mark Hunt,"5' 10""",265 lbs.,"72""",Orthodox,"Mar 23, 1974",177.8,120.2,male
2145,Mark Munoz,"6' 0""",185 lbs.,"72""",Orthodox,"Feb 09, 1978",182.88,83.91,male
2152,Markus Perez,"6' 1""",185 lbs.,"73""",Orthodox,"Jun 22, 1988",185.42,83.91,male
2154,Marlon Moraes,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 26, 1988",167.64000000000001,61.23,male
2156,Marlon Vera,"5' 8""",135 lbs.,"70""",Switch,"Dec 02, 1992",172.72,61.23,male
2158,Martin Bravo,"5' 8""",145 lbs.,"71""",Southpaw,"Sep 21, 1993",172.72,65.77,male
2159,Martin Buschkamp,"5' 9""",145 lbs.,"70""",Orthodox,"Jan 06, 1991",175.26,65.77,male
2160,Martin Day,"5' 10""",135 lbs.,"73""",Orthodox,"Nov 10, 1988",177.8,61.23,male
2161,Martin Kampmann,"6' 0""",170 lbs.,"72""",Orthodox,"Apr 17, 1982",182.88,77.11,male
2163,Marvin Eastman,"5' 9""",185 lbs.,"73""",Orthodox,"Jun 08, 1971",175.26,83.91,male
2165,Marvin Vettori,"6' 0""",185 lbs.,"74""",Southpaw,"Sep 20, 1993",182.88,83.91,male
2166,Maryna Moroz,"5' 7""",125 lbs.,"67""",Orthodox,"Sep 08, 1991",170.18,56.7,female
2171,Masanori Kanehara,"5' 7""",135 lbs.,"67""",Orthodox,"Nov 19, 1982",170.18,61.23,male
2174,Masio Fullen,"5' 10""",145 lbs.,"70""",Orthodox,"Oct 06, 1986",177.8,65.77,male
2178,Mats Nilsson,"6' 1""",170 lbs.,"74""",Orthodox,"Dec 05, 1983",185.42,77.11,male
2180,Matt Arroyo,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 01, 1982",177.8,77.11,male
2181,Matt Bessette,"5' 10""",145 lbs.,"70""",Orthodox,"Dec 28, 1984",177.8,65.77,male
2182,Matt Brown,"6' 0""",170 lbs.,"75""",Orthodox,"Jan 10, 1981",182.88,77.11,male
2183,Matt Dwyer,"6' 4""",170 lbs.,"76""",Orthodox,"Dec 17, 1989",193.04,77.11,male
2185,Matt Frevola,"5' 9""",155 lbs.,"71""",Orthodox,"Jun 11, 1990",175.26,70.31,male
2186,Matt Grice,"5' 8""",145 lbs.,"70""",Orthodox,"Jul 29, 1981",172.72,65.77,male
2187,Matt Hamill,"6' 1""",205 lbs.,"76""",Orthodox,"Oct 05, 1976",185.42,92.99,male
2189,Matt Hobar,"5' 10""",135 lbs.,"70""",Southpaw,"Jan 07, 1987",177.8,61.23,male
2192,Matt Hughes,"5' 9""",170 lbs.,"73""",Switch,"Oct 13, 1973",175.26,77.11,male
2195,Matt Lindland,"6' 0""",185 lbs.,"74""",Southpaw,"May 17, 1970",182.88,83.91,male
2197,Matt Mitrione,"6' 3""",265 lbs.,"79""",Switch,"Jul 15, 1978",190.5,120.2,male
2201,Matt Sayles,"5' 7""",145 lbs.,"68""",Orthodox,"Feb 21, 1994",170.18,65.77,male
2202,Matt Schnell,"5' 8""",135 lbs.,"70""",Orthodox,"Jan 15, 1990",172.72,61.23,male
2204,Matt Serra,"5' 6""",170 lbs.,"68""",Orthodox,"Jun 02, 1974",167.64000000000001,77.11,male
2208,Matt Wiman,"5' 10""",155 lbs.,"68""",Orthodox,"Sep 19, 1983",177.8,70.31,male
2209,Matthew Lopez,"5' 7""",135 lbs.,"69""",Southpaw,"Jan 21, 1987",170.18,61.23,male
2210,Matthew Riddle,"6' 1""",170 lbs.,"74""",Southpaw,"Jan 14, 1986",185.42,77.11,male
2216,Mauricio Rua,"6' 1""",205 lbs.,"76""",Orthodox,"Nov 25, 1981",185.42,92.99,male
2217,Max Griffin,"5' 11""",170 lbs.,"76""",Orthodox,"Nov 29, 1985",180.34,77.11,male
2218,Max Holloway,"5' 11""",155 lbs.,"69""",Orthodox,"Dec 04, 1991",180.34,70.31,male
2221,Maximo Blanco,"5' 8""",145 lbs.,"71""",Orthodox,"Oct 16, 1983",172.72,65.77,male
2223,Maycee Barber,"5' 5""",125 lbs.,"65""",Switch,"May 18, 1998",165.1,56.7,female
